INM Operator User IDs,INM Brief Description
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houic-s-9734 - No IP connection to system ah3hl057a via interface 102.32.12.57
JHO1,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntse-s-08202 - CPU utilization (99.66%) exceeds configured threshold (95.00%).
WABDSHUK,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / chnmssql021 - Network Collisions on the following adapters found: HP Ethernet 1Gb 4-port 331i Adapter #3
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-47558 - Logical Disk Space G: is over 90% FULL or it has less than 4096 MB free. Free space GB is 0.000
TSATHIYA,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08774 - Disk E: exceeds threshold of 90%. E: usage is 93.62 %
TSATHIYA,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-42484 - Disk E: exceeds threshold of 90%. E: usage is 97.17 %
JHO1,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlmyppej01 / cbj-s-9053_old - MULTIPLE EVENTS No IP connection to system ac1la177a@@ac1la177a
JHO1,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil GmbH / dcpoml21597588 / amsdc1-s-42537 - No IP connection to system dcpwin21777655a via interface 2a00:da9:a:2019:1fc:0:2177:7655
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlmyppej01 / cbj-s-8503 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): ac1lb082a
NABUSAMA,C.DPS.MY.CCO.SH.LUX.EVT / SHELL / Shell Deutschland Oil / omlusphou01 / riosed-n-b00605 - CPU utilization (99.96%) exceeds configured threshold (98.00%).
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houic-s-10283 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.391
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houcy1-s-06120 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22477309a
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houic-s-9734 - No IP connection to system ah3hl057a via interface 102.32.12.57
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-42192 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.728
TSATHIYA,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-47558 - Logical Disk Space G: is over 90% FULL or it has less than 4096 MB free. Free space GB is 0.000
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houcy1-s-06357 - MULTIPLE EVENTS No IP connection to system ah3hk217a@@ah3hk217a
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houcy1-s-06358 - No IP connection to system ah3hk219a via interface 102.31.18.219
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houic-s-9734 - No IP connection to system ah3hl057a via interface 102.32.12.57
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08405 - Error:;Baskin site SSL certificate valid until ;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntse-s-09803 - Error:;ukwb site SSL certificate valid until ;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08406 - Error:;BASKIN site SSL certificate valid until ;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08737 - Error:;WebTMS site SSL certificate valid until 2018/03/16;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
WABDSHUK,"C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houcy1-s-07211 - Services: ""VMware Tools Service"" is not running"
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houcy1-s-06981 - Error:;Default Web Site site SSL certificate valid until ;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
TSATHIYA,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / montsw-s-8770 - Error:;Default Web Site site SSL certificate valid until 2018/03/08;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houic-s-8997 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.596
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-40603 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 4.016
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omldepmuc01 / qatrlc-s-6199 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): qatrlc-s-6199
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omldepmuc01 / cbj-s-9035 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): pejjbt-s-9035
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omldepmuc01 / ris-s-6136 - Healthcheck Failure: The message flow is broken for the last 25 min from the following node(s): ris-s-6136
WABDSHUK,C.SH.MY.WIN.EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / montsw-s-6583 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): montsw-s-6583
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / cal-s-6021 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): cal-s-6021
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omldepfra35 / am3hi096a - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): am3hi096a
HTAZEP,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / cal-s-6021 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): cal-s-6021
JHO1,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / kofsos004 - Restart of Service failed : Spooler;1;Stopped;;Could not find a part of the path 'C:\Scripts\LOG\WinServicesChck.log'. Service 'Print Spooler (Spooler)' cannot be started due to the following error: Cannot start service Spooler on computer '.'.
HTAZEP,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / kaimsesigw2 - Hardware Status: MINOR Prerequisites not matched - please install HW-Agent and HP WBemProvider
HTAZEP,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08416 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin19893408a
HTAZEP,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08485 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin19969947a
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlnlpams01 / amsdc1-s-45221_old - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): aa1hj097a
HTAZEP,P3 LOW / SIN / BRENNTAG / BSGMGTSVR / Brenntag_win_mo3_memory_usage
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntse-s-09774 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 4.062
HTAZEP,P3 MED / SIN / ZP / XS1HA054WIN / zp_win_mo3_memory_usage
HTAZEP,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / uskhqcredit01 - onsec - failed logins for admin account: mkodso1
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-42238 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin21742144a
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / omlusphou01 / cal-s-6061 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.627
WABDSHUK,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil / omlnlpams01 / amsdc1-s-41625 - SHELL\CTX-DTAO-S added to group:BUILTIN\Administrators by user:SHELL\martin.kovac-a 2/15/2018 2:29:18 PM GMT
WABDSHUK,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / kcofims155 - Hardware Status: MINOR Prerequisites not matched - please install HW-Agent and HP WBemProvider
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houcy1-s-06452 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): houcy1-s-06452
JHO1,C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finla / dcpoml20913481 / keamssos001 - Disk space utilization for Logical Disk M:
WABDSHUK,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil / omlnlpams01 / amsdc1-s-41625 - EUROPE\APP-SITI-LDM-ZZ-TS-Xenapp-Admins-LS added to group:BUILTIN\Administrators by user:SHELL\martin.kovac-a 2/15/2018 2:35:56 PM GMT
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlnlpams01 / amsdc1-s-43161 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): amsdc1-s-43161
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / omlmyppej01 / cbj-s-8410 - Logical Disk Space C: is FULL. Free space GB is 3.479
WABDSHUK,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / chnmssql021 - Network Collisions on the following adapters found: HP Ethernet 1Gb 4-port 331i Adapter #3
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-43175 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22873633
WABDSHUK,C.APAC.MY.WIN.EVT / ZUELLIG PHARMA ASIA PACIFIC (0018000925) / omlsgpsin01 / sgisgarxdb04 - Disk space utilization for Logical Disk E: - Minor threshold exceeded.
WABDSHUK,C.DPS.MY.CCO.SH.WIN.SEC / SHELL / Shell Deutschland Oil / omlmyppej01 / cbj-s-8337 - cbj-s-8337.asia-pac.shell.com Accessed using Emergency Account: MemberAdmin-A
WABDSHUK,P3 LOW / SIN / ZP / XS2HA024WIN / zp_win_mo3_memory_usage
WABDSHUK,P2 LOW / SIN / BRENNTAG / BSGMGTSVR / brenntag_win_mo2_cpu_usage
MTALIB,P3 MED / SIN/ ZP / XS1HA057WIN / zp_win_mo3_disk_usage:Primary / NON C DRIVE / [D:]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houcy1-s-06184 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22655302a
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-42167 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.739
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houic-s-9263 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): houic-s-9263
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / cal-s-6054 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): cal-s-6054
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / ams1-s-06107 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin21729608a
WABDSHUK,C.SH.MY.WIN.EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / waspsr-s-6000 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): waspsr-s-6000
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsd2a-s-90755 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22261940a
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houcy1-s-06858 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 4.095
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08589 - Error:;frrba site SSL certificate valid until 2018/04/09;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08588 - Error:;nlrba site SSL certificate valid until 2018/04/09;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
TSATHIYA,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08571 - Error:;ukwr site SSL certificate valid until 2018/03/01;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08577 - Error:;ukwr site SSL certificate valid until 2018/03/01;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
TSATHIYA,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08574 - Error:;ukrba site SSL certificate valid until 2018/03/01;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
TSATHIYA,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08575 - Error:;ukwb site SSL certificate valid until 2018/03/01;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houic-s-9187 - Hardware Status: MINOR reboot - The previous system shutdown was unexpected
WABDSHUK,P3 LOW / SIN / ZP / XS2HA013WIN / zp_win_mo3_memory_usage
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-41569 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 4.041
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houic-s-9140 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.621
NABUSAMA,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlnlpams01 / amsdc1-u-s00033 - CPU utilization (99.99%) exceeds configured threshold (98.00%).
NABUSAMA,C.DPS.MY.CCO.SH.LUX.EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omlnlpams01 / amsd2a-u-s00012 - CPU utilization (99.91%) exceeds configured threshold (98.00%).
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houcy1-s-06120 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin22477309a
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntse-s-09522 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): muntse-s-09522
HTAZEP,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / koumssos012 - Hardware Status: MINOR Computersystem - Degraded
JHO1,C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finla / dcpoml20913481 / uskvmmsapp003 - MS eventlog alert:  Log name System - Source : iScsiPrt - event ID 43 - description: Target failed to respond in time for a login request.
JHO1,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-7973 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.600
MSHAIFUL,"C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlmyppej01 / pejjbt-s-08151 - Services: ""FireEye Endpoint Agent"" is not running"
HTAZEP,C.EMEA.MY.KONE.WIN.EVT / KONE / KONE Corporation Finla / dcpoml20913481 / tnlmssos068 - Hardware Status: MINOR FibreChannel-AdapterStatus - Degraded
WABDSHUK,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-42308 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 4.068
HTAZEP,P3 LOW / SIN / ZP / XS2HA013WIN / zp_win_mo3_memory_usage
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omldepmuc01 / qatrlc-s-6199 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): qatrlc-s-6199
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH8108 (0000008108) / omldepmuc01 / cbj-s-9035 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): pejjbt-s-9035
WABDSHUK,C.SH.MY.WIN.EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / montsw-s-6583 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): montsw-s-6583
HTAZEP,P3 MED / SIN / ZP / XS2HA024WIN / zp_win_mo3_memory_usage
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omldepfra35 / am3hi096a - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): am3hi096a
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omldepmuc01 / ris-s-6136 - Healthcheck Failure: The message flow is broken for the last 25 min from the following node(s): ris-s-6136
HTAZEP,C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finla / dcpoml20913481 / chnmssql021 - Network Collisions on the following adapters found: HP Ethernet 1Gb 4-port 331i Adapter #3
WABDSHUK,"C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finland / dcpoml20913481 / chnvmmsads001 - Services: ""Netlogon"" is not running"
HTAZEP,"C.EMEA.SK.SOS.KONE / KONE / KONE Corporation Finland / dcpoml20913481 / chnvmmsads001 - Services: ""Kerberos Key Distribution Center"" is not running"
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlnlpams01 / amsdc1-s-45221_old - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): aa1hj097a
JHO1,C.APAC.MY.WIN.EVT / ZUELLIG PHARMA ASIA PACIFIC (0018000925) / omlsgpsin01 / sgisgam01 - Alarm 'Virtual machine CPU usage' on SGISGAM01 changed from Green to Yellow
TSINGARA,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08470 - Error:;my site SSL certificate valid until ;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08956 - Error:;VisionSuite Services (00) site SSL certificate valid until 2018/02/12;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
TSATHIYA,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08471 - Error:;my site SSL certificate valid until ;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml20913481 / muntsd-s-08472 - Error:;my site SSL certificate valid until ;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
HTAZEP,P2 LOW / SIN / BRENNTAG / BSGMGTSVR / brenntag_win_mo2_cpu_usage
WABDSHUK,P2 MED / SIN / ZP / SGISGARXPPA02 / zp_win_mo2_cpu_usage
WABDSHUK,P2 MED / SIN / ZP / SGISGWEB06 / zp_win_mo2_cpu_usage
WABDSHUK,"C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houic-s-9390 - Services: ""Workstation"" is not running"
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-42238 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): dcpwin21742144a
WABDSHUK,"C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlmyppej01 / pejjbt-s-08151 - Services: ""FireEye Endpoint Agent"" is not running"
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / T-SYSTEMS INTERNATIONAL GMBH 8108 (0090001180) / omlusphou01 / cal-s-6212 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): cal-s-6212
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlusphou01 / houcy1-s-06452 - Healthcheck Failure: The message flow is broken for the last 10 min from the following node(s): houcy1-s-06452
WABDSHUK,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / omlnlpams01 / amsdc1-s-43161 - Healthcheck Failure: The message flow is broken for the last 15 min from the following node(s): amsdc1-s-43161
MSHAIFUL,C.DPS.MY.CCO.VSO.WIN.EVT / SHELL / Shell Deutschland Oil / dcpoml21024238 / houic-s-10271 - Logical Disk Space C: is over 90% FULL or it has less than 4096 MB free. Free space GB is 3.657
MSHAIFUL,C.DPS.MY.DCO.DSO.VSO-WIN-EVT / SHELL / Shell Deutschland Oil / dcpoml21597588 / amsdc1-s-43097 - Error:;petroLook site SSL certificate valid until 2018/02/17;EventID;10017;ScriptVersion;1.5 [Shell IISCertExp]
